Latitude,Longitude,DoseRate_R_hr
36.2974706,-86.74817183,6.13E-06
36.2974706,-86.74799217,6.45E-06
36.2974706,-86.74781251,5.82E-06
36.2974706,-86.74763285,5.55E-06
36.2974706,-86.74745318,6.81E-06
36.2974706,-86.74727352,5.78E-06
36.2974706,-86.74709386,6.01E-06
36.2974706,-86.74691419,6.05E-06
36.2974706,-86.74673453,6.87E-06
36.2974706,-86.74655487,6.95E-06
36.2974706,-86.7463752,5.63E-06
36.2974706,-86.74619554,5.96E-06
36.2974706,-86.74601588,5.58E-06
36.2974706,-86.74583622,6.15E-06
36.2974706,-86.74565655,6.47E-06
36.2974706,-86.74547689,6.04E-06
36.2974706,-86.74529723,5.92E-06
36.2974706,-86.74511756,5.50E-06
36.2974706,-86.7449379,5.58E-06
36.2974706,-86.74475824,6.21E-06
36.2974706,-86.74457857,6.68E-06
36.2974706,-86.74439891,6.52E-06
36.2974706,-86.74421925,6.42E-06
36.2974706,-86.74403958,6.28E-06
36.2974706,-86.74385992,6.14E-06
36.2974706,-86.74368026,5.50E-06
36.2974706,-86.7435006,5.90E-06
36.2974706,-86.74332093,5.41E-06
36.2974706,-86.74314127,5.93E-06
36.2974706,-86.74296161,5.60E-06
36.2974706,-86.74278194,5.51E-06
36.2974706,-86.74260228,6.11E-06
36.2974706,-86.74242262,5.75E-06
36.2974706,-86.74224295,5.97E-06
36.2974706,-86.74206329,5.88E-06
36.2974706,-86.74188363,6.31E-06
36.2974706,-86.74170396,5.47E-06
36.2974706,-86.7415243,6.08E-06
36.2974706,-86.74134464,5.34E-06
36.2974706,-86.74116498,5.39E-06
36.2974706,-86.74098531,5.18E-06
36.2974706,-86.74080565,5.85E-06
36.2974706,-86.74062599,6.46E-06
36.2974706,-86.74044632,6.43E-06
36.2974706,-86.74026666,6.20E-06
36.2974706,-86.740087,5.44E-06
36.2974706,-86.73990733,6.01E-06
36.2974706,-86.73972767,6.35E-06
36.2974706,-86.73954801,6.14E-06
36.2974706,-86.73936835,5.74E-06
36.2974706,-86.73918868,6.12E-06
36.2974706,-86.73900902,6.07E-06
36.2974706,-86.73882936,5.79E-06
36.2974706,-86.73864969,5.13E-06
36.2974706,-86.73847003,6.16E-06
36.2974706,-86.73829037,5.61E-06
36.2974706,-86.7381107,6.04E-06
36.2974706,-86.73793104,5.66E-06
36.2974706,-86.73775138,6.48E-06
36.2974706,-86.73757171,5.26E-06
36.2974706,-86.73739205,5.57E-06
36.2974706,-86.73721239,6.01E-06
36.2974706,-86.73703273,6.40E-06
36.2974706,-86.73685306,5.46E-06
36.2974706,-86.7366734,6.54E-06
36.2974706,-86.73649374,5.91E-06
36.2974706,-86.73631407,6.71E-06
36.2974706,-86.73613441,6.02E-06
36.2974706,-86.73595475,6.37E-06
36.2974706,-86.73577508,5.60E-06
36.2974706,-86.73559542,5.47E-06
36.2974706,-86.73541576,5.61E-06
36.2974706,-86.73523609,6.14E-06
36.2974706,-86.73505643,7.00E-06
36.2974706,-86.73487677,6.49E-06
36.2974706,-86.73469711,6.34E-06
36.2974706,-86.73451744,5.70E-06
36.2974706,-86.73433778,5.89E-06
36.2974706,-86.73415812,5.81E-06
36.2974706,-86.73397845,5.67E-06
36.2974706,-86.73379879,5.78E-06
36.2974706,-86.73361913,5.43E-06
36.2974706,-86.73343946,6.04E-06
36.2974706,-86.7332598,5.47E-06
36.2974706,-86.73308014,6.43E-06
36.2974706,-86.73290047,5.37E-06
36.2974706,-86.73272081,6.05E-06
36.2974706,-86.73254115,5.77E-06
36.2974706,-86.73236149,5.68E-06
36.2974706,-86.73218182,6.31E-06
36.2974706,-86.73200216,6.53E-06
36.2974706,-86.7318225,6.08E-06
36.2976154,-86.7546397,5.93E-06
36.2976154,-86.75446004,6.18E-06
36.2976154,-86.75428038,5.86E-06
36.2976154,-86.75410072,5.93E-06
36.2976154,-86.75392105,5.49E-06
36.2976154,-86.75374139,5.82E-06
36.2976154,-86.75356173,5.63E-06
36.2976154,-86.75338206,5.86E-06
36.2976154,-86.7532024,6.17E-06
36.2976154,-86.75302274,6.47E-06
36.2976154,-86.75284307,5.83E-06
36.2976154,-86.75266341,5.90E-06
36.2976154,-86.75248375,5.36E-06
36.2976154,-86.75230409,5.59E-06
36.2976154,-86.75212442,5.29E-06
36.2976154,-86.75194476,6.01E-06
36.2976154,-86.7517651,6.04E-06
36.2976154,-86.75158543,5.76E-06
36.2976154,-86.75140577,6.19E-06
36.2976154,-86.75122611,6.25E-06
36.2976154,-86.75104644,5.93E-06
36.2976154,-86.75086678,5.66E-06
36.2976154,-86.75068712,5.66E-06
36.2976154,-86.75050745,5.72E-06
36.2976154,-86.75032779,5.54E-06
36.2976154,-86.75014813,6.17E-06
36.2976154,-86.74996847,6.82E-06
36.2976154,-86.7497888,5.53E-06
36.2976154,-86.74960914,5.80E-06
36.2976154,-86.74942948,6.33E-06
36.2976154,-86.74924981,6.70E-06
36.2976154,-86.74907015,5.65E-06
36.2976154,-86.74889049,6.20E-06
36.2976154,-86.74871082,5.29E-06
36.2976154,-86.74853116,5.68E-06
36.2976154,-86.7483515,5.83E-06
36.2976154,-86.74817183,6.26E-06
36.2976154,-86.74799217,6.76E-06
36.2976154,-86.74781251,6.11E-06
36.2976154,-86.74763285,6.04E-06
36.2976154,-86.74745318,5.90E-06
36.2976154,-86.74727352,5.91E-06
36.2976154,-86.74709386,5.99E-06
36.2976154,-86.74691419,6.47E-06
36.2976154,-86.74673453,5.33E-06
36.2976154,-86.74655487,6.13E-06
36.2976154,-86.7463752,6.09E-06
36.2976154,-86.74619554,5.53E-06
36.2976154,-86.74601588,5.36E-06
36.2976154,-86.74583622,5.47E-06
36.2976154,-86.74565655,6.17E-06
36.2976154,-86.74547689,5.88E-06
36.2976154,-86.74529723,5.42E-06
36.2976154,-86.74511756,5.54E-06
36.2976154,-86.7449379,5.46E-06
36.2976154,-86.74475824,6.18E-06
36.2976154,-86.74457857,5.81E-06
36.2976154,-86.74439891,6.26E-06
36.2976154,-86.74421925,6.23E-06
36.2976154,-86.74403958,5.38E-06
36.2976154,-86.74385992,5.60E-06
36.2976154,-86.74368026,5.68E-06
36.2976154,-86.7435006,5.77E-06
36.2976154,-86.74332093,5.71E-06
36.2976154,-86.74314127,6.13E-06
36.2976154,-86.74296161,5.71E-06
36.2976154,-86.74278194,6.14E-06
36.2976154,-86.74260228,6.38E-06
36.2976154,-86.74242262,6.32E-06
36.2976154,-86.74224295,5.78E-06
36.2976154,-86.74206329,6.26E-06
36.2976154,-86.74188363,6.75E-06
36.2976154,-86.74170396,5.98E-06
36.2976154,-86.7415243,6.29E-06
36.2976154,-86.74134464,6.70E-06
36.2976154,-86.74116498,5.66E-06
36.2976154,-86.74098531,6.65E-06
36.2976154,-86.74080565,5.24E-06
36.2976154,-86.74062599,5.97E-06
36.2976154,-86.74044632,5.66E-06
36.2976154,-86.74026666,6.04E-06
36.2976154,-86.740087,6.04E-06
36.2976154,-86.73990733,5.85E-06
36.2976154,-86.73972767,5.87E-06
36.2976154,-86.73954801,5.66E-06
36.2976154,-86.73936835,6.15E-06
36.2976154,-86.73918868,5.74E-06
36.2976154,-86.73900902,6.20E-06
36.2976154,-86.73882936,6.62E-06
36.2976154,-86.73864969,6.72E-06
36.2976154,-86.73847003,5.70E-06
36.2976154,-86.73829037,5.23E-06
36.2976154,-86.7381107,5.93E-06
36.2976154,-86.73793104,5.45E-06
36.2976154,-86.73775138,6.19E-06
36.2976154,-86.73757171,6.51E-06
36.2976154,-86.73739205,5.26E-06
36.2976154,-86.73721239,6.28E-06
36.2976154,-86.73703273,5.82E-06
36.2976154,-86.73685306,5.07E-06
36.2976154,-86.7366734,6.84E-06
36.2976154,-86.73649374,6.40E-06
36.2976154,-86.73631407,6.41E-06
36.2976154,-86.73613441,5.41E-06
36.2976154,-86.73595475,6.20E-06
36.2976154,-86.73577508,6.54E-06
36.2976154,-86.73559542,6.10E-06
36.2976154,-86.73541576,5.87E-06
36.2976154,-86.73523609,6.82E-06
36.2976154,-86.73505643,6.35E-06
36.2976154,-86.73487677,5.97E-06
36.2976154,-86.73469711,6.53E-06
36.2976154,-86.73451744,5.76E-06
36.2976154,-86.73433778,5.90E-06
36.2976154,-86.73415812,6.16E-06
36.2976154,-86.73397845,5.95E-06
36.2976154,-86.73379879,6.23E-06
36.2976154,-86.73361913,5.97E-06
36.2976154,-86.73343946,5.59E-06
36.2976154,-86.7332598,5.91E-06
36.2976154,-86.73308014,6.31E-06
36.2976154,-86.73290047,5.91E-06
36.2976154,-86.73272081,6.43E-06
36.2976154,-86.73254115,6.02E-06
36.2976154,-86.73236149,6.46E-06
36.2976154,-86.73218182,5.99E-06
36.2976154,-86.73200216,6.07E-06
36.2976154,-86.7318225,5.77E-06
36.2977602,-86.7546397,5.56E-06
36.2977602,-86.75446004,6.94E-06
36.2977602,-86.75428038,6.12E-06
36.2977602,-86.75410072,5.71E-06
36.2977602,-86.75392105,5.29E-06
36.2977602,-86.75374139,5.58E-06
36.2977602,-86.75356173,6.52E-06
36.2977602,-86.75338206,5.65E-06
36.2977602,-86.7532024,5.28E-06
36.2977602,-86.75302274,6.52E-06
36.2977602,-86.75284307,6.60E-06
36.2977602,-86.75266341,5.76E-06
36.2977602,-86.75248375,5.51E-06
36.2977602,-86.75230409,6.55E-06
36.2977602,-86.75212442,6.37E-06
36.2977602,-86.75194476,5.51E-06
36.2977602,-86.7517651,6.57E-06
36.2977602,-86.75158543,6.31E-06
36.2977602,-86.75140577,5.20E-06
36.2977602,-86.75122611,6.06E-06
36.2977602,-86.75104644,5.86E-06
36.2977602,-86.75086678,5.64E-06
36.2977602,-86.75068712,5.78E-06
36.2977602,-86.75050745,6.31E-06
36.2977602,-86.75032779,5.27E-06
36.2977602,-86.75014813,6.40E-06
36.2977602,-86.74996847,5.19E-06
36.2977602,-86.7497888,6.60E-06
36.2977602,-86.74960914,6.09E-06
36.2977602,-86.74942948,5.91E-06
36.2977602,-86.74924981,5.73E-06
36.2977602,-86.74907015,6.25E-06
36.2977602,-86.74889049,5.85E-06
36.2977602,-86.74871082,6.05E-06
36.2977602,-86.74853116,5.16E-06
36.2977602,-86.7483515,6.60E-06
36.2977602,-86.74817183,6.25E-06
36.2977602,-86.74799217,5.39E-06
36.2977602,-86.74781251,5.34E-06
36.2977602,-86.74763285,5.87E-06
36.2977602,-86.74745318,5.90E-06
36.2977602,-86.74727352,6.93E-06
36.2977602,-86.74709386,6.48E-06
36.2977602,-86.74691419,6.11E-06
36.2977602,-86.74673453,5.63E-06
36.2977602,-86.74655487,5.85E-06
36.2977602,-86.7463752,5.71E-06
36.2977602,-86.74619554,6.00E-06
36.2977602,-86.74601588,5.79E-06
36.2977602,-86.74583622,6.32E-06
36.2977602,-86.74565655,6.03E-06
36.2977602,-86.74547689,6.61E-06
36.2977602,-86.74529723,5.91E-06
36.2977602,-86.74511756,5.98E-06
36.2977602,-86.7449379,6.12E-06
36.2977602,-86.74475824,5.70E-06
36.2977602,-86.74457857,6.42E-06
36.2977602,-86.74439891,6.05E-06
36.2977602,-86.74421925,6.09E-06
36.2977602,-86.74403958,5.62E-06
36.2977602,-86.74385992,5.72E-06
36.2977602,-86.74368026,5.82E-06
36.2977602,-86.7435006,5.91E-06
36.2977602,-86.74332093,5.55E-06
36.2977602,-86.74314127,6.21E-06
36.2977602,-86.74296161,5.69E-06
36.2977602,-86.74278194,5.77E-06
36.2977602,-86.74260228,6.36E-06
36.2977602,-86.74242262,6.15E-06
36.2977602,-86.74224295,6.17E-06
36.2977602,-86.74206329,6.46E-06
36.2977602,-86.74188363,5.73E-06
36.2977602,-86.74170396,5.50E-06
36.2977602,-86.7415243,6.35E-06
36.2977602,-86.74134464,5.91E-06
36.2977602,-86.74116498,5.83E-06
36.2977602,-86.74098531,5.48E-06
36.2977602,-86.74080565,5.42E-06
36.2977602,-86.74062599,5.45E-06
36.2977602,-86.74044632,5.49E-06
36.2977602,-86.74026666,6.25E-06
36.2977602,-86.740087,5.57E-06
36.2977602,-86.73990733,6.65E-06
36.2977602,-86.73972767,5.96E-06
36.2977602,-86.73954801,5.58E-06
36.2977602,-86.73936835,6.03E-06
36.2977602,-86.73918868,6.42E-06
36.2977602,-86.73900902,6.61E-06
36.2977602,-86.73882936,6.04E-06
36.2977602,-86.73864969,5.07E-06
36.2977602,-86.73847003,5.40E-06
36.2977602,-86.73829037,6.22E-06
36.2977602,-86.7381107,6.74E-06
36.2977602,-86.73793104,6.20E-06
36.2977602,-86.73775138,5.61E-06
36.2977602,-86.73757171,5.81E-06
36.2977602,-86.73739205,6.38E-06
36.2977602,-86.73721239,5.91E-06
36.2977602,-86.73703273,5.82E-06
36.2977602,-86.73685306,6.38E-06
36.2977602,-86.7366734,5.38E-06
36.2977602,-86.73649374,5.95E-06
36.2977602,-86.73631407,6.14E-06
36.2977602,-86.73613441,6.01E-06
36.2977602,-86.73595475,6.30E-06
36.2977602,-86.73577508,6.51E-06
36.2977602,-86.73559542,6.40E-06
36.2977602,-86.73541576,5.92E-06
36.2977602,-86.73523609,6.26E-06
36.2977602,-86.73505643,6.44E-06
36.2977602,-86.73487677,5.99E-06
36.2977602,-86.73469711,6.32E-06
36.2977602,-86.73451744,6.55E-06
36.2977602,-86.73433778,6.66E-06
36.2977602,-86.73415812,5.63E-06
36.2977602,-86.73397845,5.22E-06
36.2977602,-86.73379879,5.94E-06
36.2977602,-86.73361913,5.89E-06
36.2977602,-86.73343946,6.43E-06
36.2977602,-86.7332598,6.12E-06
36.2977602,-86.73308014,5.63E-06
36.2977602,-86.73290047,5.45E-06
36.2977602,-86.73272081,5.76E-06
36.2977602,-86.73254115,5.67E-06
36.2977602,-86.73236149,5.89E-06
36.2977602,-86.73218182,6.39E-06
36.2977602,-86.73200216,6.10E-06
36.2977602,-86.7318225,5.76E-06
36.297905,-86.7546397,6.77E-06
36.297905,-86.75446004,6.83E-06
36.297905,-86.75428038,5.29E-06
36.297905,-86.75410072,5.76E-06
36.297905,-86.75392105,6.37E-06
36.297905,-86.75374139,6.71E-06
36.297905,-86.75356173,6.00E-06
36.297905,-86.75338206,5.45E-06
36.297905,-86.7532024,6.33E-06
36.297905,-86.75302274,6.58E-06
36.297905,-86.75284307,6.83E-06
36.297905,-86.75266341,6.29E-06
36.297905,-86.75248375,5.95E-06
36.297905,-86.75230409,5.73E-06
36.297905,-86.75212442,5.65E-06
36.297905,-86.75194476,6.79E-06
36.297905,-86.7517651,6.03E-06
36.297905,-86.75158543,6.70E-06
36.297905,-86.75140577,6.29E-06
36.297905,-86.75122611,5.22E-06
36.297905,-86.75104644,6.11E-06
36.297905,-86.75086678,5.91E-06
36.297905,-86.75068712,6.94E-06
36.297905,-86.75050745,5.49E-06
36.297905,-86.75032779,5.63E-06
36.297905,-86.75014813,5.31E-06
36.297905,-86.74996847,6.36E-06
36.297905,-86.7497888,6.33E-06
36.297905,-86.74960914,5.60E-06
36.297905,-86.74942948,6.40E-06
36.297905,-86.74924981,5.92E-06
36.297905,-86.74907015,6.79E-06
36.297905,-86.74889049,5.32E-06
36.297905,-86.74871082,6.16E-06
36.297905,-86.74853116,6.31E-06
36.297905,-86.7483515,5.98E-06
36.297905,-86.74817183,6.45E-06
36.297905,-86.74799217,6.01E-06
36.297905,-86.74781251,5.32E-06
36.297905,-86.74763285,6.37E-06
36.297905,-86.74745318,6.37E-06
36.297905,-86.74727352,6.06E-06
36.297905,-86.74709386,6.84E-06
36.297905,-86.74691419,6.08E-06
36.297905,-86.74673453,6.29E-06
36.297905,-86.74655487,6.14E-06
36.297905,-86.7463752,5.29E-06
36.297905,-86.74619554,6.43E-06
36.297905,-86.74601588,6.04E-06
36.297905,-86.74583622,5.31E-06
36.297905,-86.74565655,5.90E-06
36.297905,-86.74547689,6.18E-06
36.297905,-86.74529723,6.11E-06
36.297905,-86.74511756,6.09E-06
36.297905,-86.7449379,5.86E-06
36.297905,-86.74475824,5.94E-06
36.297905,-86.74457857,5.41E-06
36.297905,-86.74439891,5.31E-06
36.297905,-86.74421925,5.42E-06
36.297905,-86.74403958,6.49E-06
36.297905,-86.74385992,6.16E-06
36.297905,-86.74368026,6.04E-06
36.297905,-86.7435006,6.20E-06
36.297905,-86.74332093,6.57E-06
36.297905,-86.74314127,6.47E-06
36.297905,-86.74296161,6.78E-06
36.297905,-86.74278194,6.04E-06
36.297905,-86.74260228,5.61E-06
36.297905,-86.74242262,6.39E-06
36.297905,-86.74224295,6.31E-06
36.297905,-86.74206329,5.91E-06
36.297905,-86.74188363,5.63E-06
36.297905,-86.74170396,6.16E-06
36.297905,-86.7415243,5.68E-06
36.297905,-86.74134464,6.02E-06
36.297905,-86.74116498,5.93E-06
36.297905,-86.74098531,5.32E-06
36.297905,-86.74080565,6.43E-06
36.297905,-86.74062599,6.28E-06
36.297905,-86.74044632,5.36E-06
36.297905,-86.74026666,6.15E-06
36.297905,-86.740087,5.59E-06
36.297905,-86.73990733,6.80E-06
36.297905,-86.73972767,6.04E-06
36.297905,-86.73954801,5.98E-06
36.297905,-86.73936835,6.26E-06
36.297905,-86.73918868,5.81E-06
36.297905,-86.73900902,6.85E-06
36.297905,-86.73882936,6.51E-06
36.297905,-86.73864969,5.32E-06
36.297905,-86.73847003,5.49E-06
36.297905,-86.73829037,5.91E-06
36.297905,-86.7381107,5.81E-06
36.297905,-86.73793104,6.47E-06
36.297905,-86.73775138,6.88E-06
36.297905,-86.73757171,5.14E-06
36.297905,-86.73739205,6.64E-06
36.297905,-86.73721239,6.55E-06
36.297905,-86.73703273,5.80E-06
36.297905,-86.73685306,5.80E-06
36.297905,-86.7366734,5.38E-06
36.297905,-86.73649374,5.68E-06
36.297905,-86.73631407,5.69E-06
36.297905,-86.73613441,6.41E-06
36.297905,-86.73595475,5.68E-06
36.297905,-86.73577508,6.17E-06
36.297905,-86.73559542,6.04E-06
36.297905,-86.73541576,6.68E-06
36.297905,-86.73523609,6.26E-06
36.297905,-86.73505643,5.82E-06
36.297905,-86.73487677,6.09E-06
36.297905,-86.73469711,6.76E-06
36.297905,-86.73451744,5.78E-06
36.297905,-86.73433778,5.76E-06
36.297905,-86.73415812,6.48E-06
36.297905,-86.73397845,5.73E-06
36.297905,-86.73379879,6.06E-06
36.297905,-86.73361913,6.74E-06
36.297905,-86.73343946,5.12E-06
36.297905,-86.7332598,5.86E-06
36.297905,-86.73308014,6.36E-06
36.297905,-86.73290047,5.75E-06
36.297905,-86.73272081,6.08E-06
36.297905,-86.73254115,5.73E-06
36.297905,-86.73236149,6.86E-06
36.297905,-86.73218182,6.23E-06
36.297905,-86.73200216,6.16E-06
36.297905,-86.7318225,6.44E-06
36.29804979,-86.7546397,5.21E-06
36.29804979,-86.75446004,6.09E-06
36.29804979,-86.75428038,5.68E-06
36.29804979,-86.75410072,6.23E-06
36.29804979,-86.75392105,5.79E-06
36.29804979,-86.75374139,6.25E-06
36.29804979,-86.75356173,6.01E-06
36.29804979,-86.75338206,6.41E-06
36.29804979,-86.7532024,5.94E-06
36.29804979,-86.75302274,6.55E-06
36.29804979,-86.75284307,6.12E-06
36.29804979,-86.75266341,5.77E-06
36.29804979,-86.75248375,6.33E-06
36.29804979,-86.75230409,6.57E-06
36.29804979,-86.75212442,6.15E-06
36.29804979,-86.75194476,5.69E-06
36.29804979,-86.7517651,6.94E-06
36.29804979,-86.75158543,6.03E-06
36.29804979,-86.75140577,6.58E-06
36.29804979,-86.75122611,5.57E-06
36.29804979,-86.75104644,5.44E-06
36.29804979,-86.75086678,6.30E-06
36.29804979,-86.75068712,5.82E-06
36.29804979,-86.75050745,5.19E-06
36.29804979,-86.75032779,6.11E-06
36.29804979,-86.75014813,5.97E-06
36.29804979,-86.74996847,6.32E-06
36.29804979,-86.7497888,5.72E-06
36.29804979,-86.74960914,6.25E-06
36.29804979,-86.74942948,5.75E-06
36.29804979,-86.74924981,6.11E-06
36.29804979,-86.74907015,6.35E-06
36.29804979,-86.74889049,6.41E-06
36.29804979,-86.74871082,5.48E-06
36.29804979,-86.74853116,6.74E-06
36.29804979,-86.7483515,5.74E-06
36.29804979,-86.74817183,5.48E-06
36.29804979,-86.74799217,5.76E-06
36.29804979,-86.74781251,5.37E-06
36.29804979,-86.74763285,5.74E-06
36.29804979,-86.74745318,6.26E-06
36.29804979,-86.74727352,6.31E-06
36.29804979,-86.74709386,5.51E-06
36.29804979,-86.74691419,5.58E-06
36.29804979,-86.74673453,6.47E-06
36.29804979,-86.74655487,5.86E-06
36.29804979,-86.7463752,6.42E-06
36.29804979,-86.74619554,6.49E-06
36.29804979,-86.74601588,5.99E-06
36.29804979,-86.74583622,5.60E-06
36.29804979,-86.74565655,5.55E-06
36.29804979,-86.74547689,5.57E-06
36.29804979,-86.74529723,6.65E-06
36.29804979,-86.74511756,6.05E-06
36.29804979,-86.7449379,6.11E-06
36.29804979,-86.74475824,6.35E-06
36.29804979,-86.74457857,6.58E-06
36.29804979,-86.74439891,6.37E-06
36.29804979,-86.74421925,6.45E-06
36.29804979,-86.74403958,5.95E-06
36.29804979,-86.74385992,6.48E-06
36.29804979,-86.74368026,5.91E-06
36.29804979,-86.7435006,5.96E-06
36.29804979,-86.74332093,5.88E-06
36.29804979,-86.74314127,5.69E-06
36.29804979,-86.74296161,6.07E-06
36.29804979,-86.74278194,5.77E-06
36.29804979,-86.74260228,6.28E-06
36.29804979,-86.74242262,6.80E-06
36.29804979,-86.74224295,5.95E-06
36.29804979,-86.74206329,6.55E-06
36.29804979,-86.74188363,5.37E-06
36.29804979,-86.74170396,6.81E-06
36.29804979,-86.7415243,5.82E-06
36.29804979,-86.74134464,6.41E-06
36.29804979,-86.74116498,6.03E-06
36.29804979,-86.74098531,6.30E-06
36.29804979,-86.74080565,5.30E-06
36.29804979,-86.74062599,6.26E-06
36.29804979,-86.74044632,5.71E-06
36.29804979,-86.74026666,6.09E-06
36.29804979,-86.740087,5.96E-06
36.29804979,-86.73990733,6.07E-06
36.29804979,-86.73972767,6.12E-06
36.29804979,-86.73954801,5.43E-06
36.29804979,-86.73936835,5.85E-06
36.29804979,-86.73918868,5.63E-06
36.29804979,-86.73900902,5.72E-06
36.29804979,-86.73882936,6.65E-06
36.29804979,-86.73864969,5.88E-06
36.29804979,-86.73847003,6.10E-06
36.29804979,-86.73829037,6.40E-06
36.29804979,-86.7381107,6.56E-06
36.29804979,-86.73793104,6.18E-06
36.29804979,-86.73775138,5.93E-06
36.29804979,-86.73757171,6.56E-06
36.29804979,-86.73739205,5.26E-06
36.29804979,-86.73721239,5.98E-06
36.29804979,-86.73703273,6.39E-06
36.29804979,-86.73685306,6.34E-06
36.29804979,-86.7366734,6.15E-06
36.29804979,-86.73649374,5.69E-06
36.29804979,-86.73631407,6.96E-06
36.29804979,-86.73613441,5.56E-06
36.29804979,-86.73595475,5.68E-06
36.29804979,-86.73577508,6.16E-06
36.29804979,-86.73559542,6.64E-06
36.29804979,-86.73541576,6.16E-06
36.29804979,-86.73523609,6.69E-06
36.29804979,-86.73505643,6.04E-06
36.29804979,-86.73487677,5.79E-06
36.29804979,-86.73469711,6.44E-06
36.29804979,-86.73451744,5.81E-06
36.29804979,-86.73433778,6.21E-06
36.29804979,-86.73415812,6.41E-06
36.29804979,-86.73397845,5.91E-06
36.29804979,-86.73379879,6.30E-06
36.29804979,-86.73361913,5.33E-06
36.29804979,-86.73343946,6.60E-06
36.29804979,-86.7332598,5.77E-06
36.29804979,-86.73308014,5.65E-06
36.29804979,-86.73290047,5.82E-06
36.29804979,-86.73272081,5.72E-06
36.29804979,-86.73254115,5.86E-06
36.29804979,-86.73236149,5.49E-06
36.29804979,-86.73218182,5.73E-06
36.29804979,-86.73200216,5.82E-06
36.29804979,-86.7318225,5.59E-06
36.29819459,-86.7546397,5.61E-06
36.29819459,-86.75446004,6.01E-06
36.29819459,-86.75428038,6.13E-06
36.29819459,-86.75410072,6.82E-06
36.29819459,-86.75392105,5.91E-06
36.29819459,-86.75374139,5.93E-06
36.29819459,-86.75356173,5.97E-06
36.29819459,-86.75338206,6.38E-06
36.29819459,-86.7532024,5.43E-06
36.29819459,-86.75302274,6.43E-06
36.29819459,-86.75284307,5.85E-06
36.29819459,-86.75266341,5.85E-06
36.29819459,-86.75248375,6.02E-06
36.29819459,-86.75230409,6.29E-06
36.29819459,-86.75212442,5.80E-06
36.29819459,-86.75194476,5.77E-06
36.29819459,-86.7517651,5.64E-06
36.29819459,-86.75158543,5.77E-06
36.29819459,-86.75140577,5.63E-06
36.29819459,-86.75122611,6.23E-06
36.29819459,-86.75104644,5.94E-06
36.29819459,-86.75086678,5.47E-06
36.29819459,-86.75068712,5.56E-06
36.29819459,-86.75050745,6.01E-06
36.29819459,-86.75032779,6.81E-06
36.29819459,-86.75014813,5.96E-06
36.29819459,-86.74996847,6.17E-06
36.29819459,-86.7497888,5.91E-06
36.29819459,-86.74960914,5.64E-06
36.29819459,-86.74942948,5.58E-06
36.29819459,-86.74924981,5.12E-06
36.29819459,-86.74907015,5.91E-06
36.29819459,-86.74889049,5.78E-06
36.29819459,-86.74871082,6.80E-06
36.29819459,-86.74853116,5.79E-06
36.29819459,-86.7483515,5.38E-06
36.29819459,-86.74817183,6.14E-06
36.29819459,-86.74799217,6.65E-06
36.29819459,-86.74781251,6.37E-06
36.29819459,-86.74763285,6.03E-06
36.29819459,-86.74745318,6.09E-06
36.29819459,-86.74727352,6.28E-06
36.29819459,-86.74709386,5.93E-06
36.29819459,-86.74691419,6.12E-06
36.29819459,-86.74673453,5.80E-06
36.29819459,-86.74655487,6.18E-06
36.29819459,-86.7463752,6.13E-06
36.29819459,-86.74619554,5.96E-06
